"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Comments,Saves,Follows
18049257473336947,17841417142633319,centerforsuccessnet,"Center for Success Network","March Book Madness – Week 1 Update! 🏀📚

Our readers are on FIRE! 🔥 So far, our students have logged an incredible 4,785 minutes in our Read-a-Thon! 🙌✨ Plus, the bracket battles are heating up—did your favorite book make it to the next round? 🤔📖

Keep reading, keep voting, and let’s see which book will be crowned champion! 🏆💙 Stay tuned for next week’s update, and don’t forget to check out the full bracket at www.center4success.org/march-madness!

#MarchBookMadness #ReadAThon #KeepReading #BracketUpdate 📖🔥",0,"02/28/2025 10:02",https://www.instagram.com/p/DGoDZpJvdVH/,"IG carousel",,Lifetime,172,55,5,0,2,0,
18070216474857937,17841417142633319,centerforsuccessnet,"Center for Success Network","As we wrap up Black History Month, we celebrate the remarkable individuals and stories we've shared—each one a testament to the strength, resilience, and brilliance of the Black community. From trailblazers in history to modern-day change makers, let’s continue to honor their legacies and keep the spirit of progress alive every day. ✊🏾 #BlackHistoryMonth #LegacyOfExcellence #ContinuedProgress",0,"02/28/2025 07:00",https://www.instagram.com/p/DGnujwsiYpw/,"IG image",,Lifetime,70,52,3,0,0,0,
17901222978130894,17841417142633319,centerforsuccessnet,"Center for Success Network","🏀📚 March Book Madness is here! 📚🏀 Think you can pick the ultimate book champion? Download your bracket at www.center4success.org/march-madness, fill it out, and email a photo to info@center4success.org to enter! 📸 The winner gets a special prize! 🎉 Don’t miss out—get your picks in now! #MarchBookMadness #BookBracket #readingwins",13,"02/26/2025 09:00",https://www.instagram.com/reel/DGiyppmOVld/,"IG reel",,Lifetime,339,196,5,2,0,0,
18056019370886138,17841417142633319,centerforsuccessnet,"Center for Success Network","We extend our heartfelt gratitude to the @oakparkmilibrary for their partnership and unwavering support in making Party for Langston a success. A huge thank you to all the families and individuals who joined us, making the night even more special. Your enthusiasm and engagement are what make community events like these so impactful!

If you missed Party for Langston, don’t worry—this is just the beginning! Stay connected with us for more upcoming events that celebrate literacy, culture, and the power of storytelling. Let’s continue to uplift Black voices and honor their contributions all year long.

Until next time, keep reading, keep celebrating, and keep embracing the beauty of literature!",0,"02/24/2025 09:12",https://www.instagram.com/p/DGdqfn5vGYZ/,"IG carousel",,Lifetime,181,103,20,0,1,0,
18033654140265746,17841417142633319,centerforsuccessnet,"Center for Success Network","Madam C.J. Walker is an iconic figure in Black history for her groundbreaking achievements as an entrepreneur, philanthropist, and social activist. She is considered America's first self-made female millionaire, and her impact extends far beyond her business success.

Madam C.J. Walker built an empire around hair care products for Black women. She created a line of beauty and hair products specifically designed to address the unique needs of African American women’s hair, making her an innovator in the beauty industry. Her brand, Madam C.J. Walker Manufacturing Company, was hugely successful and became one of the first Black-owned businesses to reach national recognition.

Walker's success was a testament to the power of self-reliance and economic independence. She hired and trained thousands of Black women as sales agents, offering them a path to financial independence and promoting entrepreneurship within the Black community.

Walker used her wealth to support causes such as education, racial equality, and women’s rights. She was a generous philanthropist, donating to Black churches, schools, and organizations like the NAACP. She was also vocal in her support for the civil rights movement and advocated for the rights of Black women.

Madam C.J. Walker remains a symbol of resilience and determination. Her success story continues to inspire generations of entrepreneurs, particularly women and people of color, proving that with innovation, hard work, and vision, it’s possible to overcome obstacles and build a lasting legacy.

Madam C.J. Walker's contributions to both the beauty industry and the empowerment of Black people, particularly women, make her a key figure in Black history.",0,"02/24/2025 07:00",https://www.instagram.com/p/DGdbbNjoxsi/,"IG image",,Lifetime,49,36,2,0,0,0,
18330900277086674,17841417142633319,centerforsuccessnet,"Center for Success Network","Bryan Stevenson is an important character in Black History as a civil rights attorney, social justice activist, and the founder of the Equal Justice Initiative. His work focuses on criminal justice reform, racial justice, and fighting mass incarceration, particularly advocating for wrongfully convicted individuals and juveniles sentenced to life without parole.

His impact is monumental because:

He has successfully argued multiple cases before the U.S. Supreme Court, leading to landmark decisions on juvenile sentencing. His book, Just Mercy, was adapted into a major film, raising awareness about the injustices in the legal system. He spearheaded the creation of the National Memorial for Peace and Justice, the first memorial in the U.S. dedicated to victims of racial terror and lynching. Stevenson is shaping history by challenging systemic racism and working towards a more just and equitable society. His advocacy ensures that Black voices, especially those marginalized by the justice system, are heard and protected.",0,"02/19/2025 07:00",https://www.instagram.com/p/DGQjbLQqPtL/,"IG image",,Lifetime,61,50,2,0,0,0,
17899124040110427,17841417142633319,centerforsuccessnet,"Center for Success Network","As one of the most successful musicians of all time, Beyoncé’s impact and reach can be felt in various aspects of the culture. Beyoncé owns various records and has excelled in ways that have broken barriers for many black people and women around the world. 

Beyoncé has been a significant advocate of the celebration and preservation of black culture through music and activism. Beyoncé has dedicated various scholarship programs to supporting black youth and organizations around the country.",0,"02/16/2025 11:12",https://www.instagram.com/p/DGJR1wgqQno/,"IG image",,Lifetime,76,59,4,0,0,0,
18059728975824917,17841417142633319,centerforsuccessnet,"Center for Success Network","Join us in celebrating Black History Month and honoring the life and legacy of Langston Hughes at a special community gathering, hosted in partnership with the Oak Park Public Library!

Enjoy a fun-filled evening with engaging family activities, live music, and exciting prizes as we recognize the invaluable contributions of Black artists and writers. This after-hours celebration also marks the start of Black Children’s Book Week and March is Reading Month!

📅 When: Friday, February 21 | 6:30-8:00 PM
📍 Where: Oak Park Public Library, 14200 Oak Park Blvd, Oak Park, MI 48237

Register now at the link in our bio!

#BlackHistoryMonth #LangstonHughes #CelebrateBlackVoices",0,"02/13/2025 07:00",https://www.instagram.com/p/DGBGoN1ykw1/,"IG image",,Lifetime,61,49,5,0,0,0,
18116753965435829,17841417142633319,centerforsuccessnet,"Center for Success Network","Mae Jemison is an important part of Black History because she was the first Black American woman to travel in space. 

Mae Jemison broke barriers in the STEM fields and inspired future generations of Black Americans and women to pursue careers in science, technology, engineering, and mathematics.",0,"02/11/2025 07:00",https://www.instagram.com/p/DF79DNPNj4u/,"IG image",,Lifetime,109,67,3,0,0,0,
18135624610353303,17841417142633319,centerforsuccessnet,"Center for Success Network","Join us to celebrate Black History and the legacy of Langston Hughes! 

February 21st from 6:30-8pm at @oakparkmilibrary!

Register at the QR code for this FREE event! ✨",0,"02/07/2025 07:00",https://www.instagram.com/p/DFxp3zqo40g/,"IG image",,Lifetime,164,119,6,1,1,0,
17898211131103447,17841417142633319,centerforsuccessnet,"Center for Success Network","Another important current Black history figure is Kehinde Wiley. He is a world-renowned visual artist known for his vibrant, large-scale portraits that reimagine classical European-style paintings with Black subjects.

Why He’s Important:

Historic Presidential Portrait: He made history in 2018 as the first Black artist to paint an official presidential portrait for the Smithsonian’s National Portrait Gallery with his stunning depiction of President Barack Obama.

Reclaiming Representation: His work challenges the absence of Black figures in traditional Western art by placing them in regal, powerful, and dignified positions.

Public Art & Global Impact: His “Rumors of War” statue, unveiled in 2019, reinterprets Confederate monuments by featuring a young Black man in modern clothing on a powerful horse, symbolizing resilience and strength.

Through his art, Wiley is reshaping historical narratives and ensuring that Black representation in fine art is celebrated and honored.",0,"02/06/2025 04:00",https://www.instagram.com/p/DFuwcddqIOs/,"IG image",,Lifetime,113,86,7,0,0,0,
18089979271551154,17841417142633319,centerforsuccessnet,"Center for Success Network","Amanda Gorman is an important part of Black history because she became the youngest inaugural poet in U.S. history when she recited her poem ""The Hill We Climb"" at the 2021 presidential inauguration.

As a poet and activist, Amanda Gorman has spent her young career advocating for education and literacy development in marginalized communities around the US. One area of focus in Gorman’s educational activism has been the impact that speech impediments have on education and social interaction.",0,"02/05/2025 04:00",https://www.instagram.com/p/DFsLpbTyc8p/,"IG image",,Lifetime,152,105,8,0,0,0,
17992921388772383,17841417142633319,centerforsuccessnet,"Center for Success Network","February is Black History Month! 🎉 All month long, we’re honoring the trailblazers, changemakers, and visionaries—past and present—who have shaped history and continue to inspire. Stay tuned as we celebrate their incredible contributions! ✊🏾 #BlackHistoryMonth #HonorTheLegacy",0,"02/03/2025 08:41",https://www.instagram.com/p/DFniOS1sDsT/,"IG image",,Lifetime,161,112,10,1,1,0,
18065528911872037,17841417142633319,centerforsuccessnet,"Center for Success Network","Don't miss this exciting event! We're hosting a Party for Langston in partnership with the @oakparkmilibrary to celebrate Black History Month and honor the life and legacy of Langston Hughes! 🤩🎷

This community gathering will be filled with engaging activities for families, live music by @accentpontiac , and exciting prizes as we recognize the invaluable contributions of Black artists and writers. This special, after-hours celebration also kicks off Black Children’s Book Week and March is Reading Month!

When: Friday, February 21 from 6:30-8:00 PM

Where: Oak Park Public Library, 14200 Oak Park Blvd, Oak Park, MI 48237

Register at the link in our bio for this FREE event!",0,"01/29/2025 08:09",https://www.instagram.com/p/DFamlc6q7nS/,"IG image",,Lifetime,173,125,7,2,3,0,
18070515895684057,17841417142633319,centerforsuccessnet,"Center for Success Network","We love our mentors! 💫🥰🫶🏽 We had so much fun at our Mentor Appreciation Happy Hour yesterday on National Reading Day! If you missed it, don’t worry! We’ll have another one soon! Until then, plan to join us at Party for Langston on February 21st at @oakparklibrary !",0,"01/24/2025 09:03",https://www.instagram.com/p/DFN0z9bv6g-/,"IG carousel",,Lifetime,147,76,9,0,0,0,
18026990216324445,17841417142633319,centerforsuccessnet,"Center for Success Network",,0,"01/22/2025 08:36",https://www.instagram.com/p/DFIoInpNv2o/,"IG image",,Lifetime,62,48,3,0,0,0,
18103126261472395,17841417142633319,centerforsuccessnet,"Center for Success Network","TODAY'S THE LAST DAY TO REGISTER! Mentors, let us celebrate you!! Did we mention free appetizers?!?! Who doesn't love free mozzarella sticks?! We can't wait to see you there! 🤩

Register to save your spot! 
https://forms.gle/sgv7HfRt5T9fE8XY8",0,"01/21/2025 04:45",https://www.instagram.com/p/DFFo4iAIbWj/,"IG image",,Lifetime,71,53,4,0,0,0,
18040687628360366,17841417142633319,centerforsuccessnet,"Center for Success Network","2024 was a year to remember! Flip through to see why this year means so much to us… 🫶🏽🥰",0,"01/16/2025 11:40",https://www.instagram.com/p/DE5geZlPDJZ/,"IG carousel",,Lifetime,113,59,10,0,1,0,
17935297574974825,17841417142633319,centerforsuccessnet,"Center for Success Network","There's a lot of fun in store at CFSN this quarter! Are you joining us?! 🤩",0,"01/12/2025 16:01",https://www.instagram.com/p/DEvrFllPB98/,"IG image",,Lifetime,205,121,5,0,0,0,
18027248561305857,17841417142633319,centerforsuccessnet,"Center for Success Network","Have you registered yet?! Free mentor appreciation event at Sidecar Slider Bar on January 23rd to celebration National Mentor Month!

Limited space for RSVP today with the QR code or at the link in our bio!",0,"01/08/2025 07:00",https://www.instagram.com/p/DEkaDnAJCI3/,"IG image",,Lifetime,171,115,9,1,0,0,
17867914530278170,17841417142633319,centerforsuccessnet,"Center for Success Network","CFSN is incredibly grateful today & always for our most marvelous mentors! We couldn’t help cultivate change in the community without all of you. We thank you for your generous time, knowledge, and impact you continue to make in students lives. Together, let’s continue to empower the next generation of young leaders and difference makers! 💙✨📝 

#nationalmentoringmonth #mentorshipmatters #empowermentthroughmentoring",0,"01/07/2025 09:41",https://www.instagram.com/p/DEiHq6wv2GW/,"IG carousel",,Lifetime,163,95,15,1,2,0,
18042884486191792,17841417142633319,centerforsuccessnet,"Center for Success Network","We asked our mentors what they'd want someone to know who's considering becoming volunteer mentor with CFSN and here's what they said:

""I'd want them to understand that the seeds you plant for your mentee don't just wither after your time is up. The meaningful work you do with them will continue to grow long afterwards, and your impact can drive their decisions for many years to come.""

Interested in getting involved? 💙 Get more info at the link in our bio!",0,"01/06/2025 16:08",https://www.instagram.com/p/DEgPIA2vXY1/,"IG image",,Lifetime,92,72,10,0,2,0,
18128697292360144,17841417142633319,centerforsuccessnet,"Center for Success Network","January is National Mentoring Month! 🌟 Join us as we celebrate the incredible mentors who inspire and empower through one-on-one literacy sessions. Thank you for transforming lives, one page at a time! 📚❤️ #NationalMentoringMonth #GratitudeForMentors",0,"01/02/2025 07:00",https://www.instagram.com/p/DEU9P-4NHiS/,"IG image",,Lifetime,140,97,7,0,0,0,
18027019976296445,17841417142633319,centerforsuccessnet,"Center for Success Network","Thank You for Closing the Year with Impact! 💙

Your generosity during our end-of-year campaign has brought us closer to our goal of raising $25,000 for 2025. Because of you, more young readers will step into the new year with the tools, confidence, and support they need to thrive.

We’re so grateful for your belief in the power of literacy to transform lives. Together, we’re building a brighter future—thank you for being part of this journey! 🌟

Still want to give? Give on our website or on Venmo @Center4Success! 

#EndOfYearGiving #ThankYou #CenterForSuccess #25Kfor2025",0,"12/30/2024 07:00",https://www.instagram.com/p/DENO3GDsXIc/,"IG image",,Lifetime,89,68,7,0,0,0,
18043847678232200,17841417142633319,centerforsuccessnet,"Center for Success Network","There's still time to make a difference! ⏳📚 Join us in reaching our goal of $25K for '25 and help us create brighter futures through literacy. Every gift counts—let’s finish the year strong together! 💙 #centerforsuccessnetwork  #EndOfYearGiving #25kfor2025 

Give via our website or on Venmo @Center4Success!",0,"12/21/2024 07:00",https://www.instagram.com/p/DD2DtTSMabn/,"IG image",,Lifetime,64,53,5,0,0,0,
18051331577068855,17841417142633319,centerforsuccessnet,"Center for Success Network","Let the wonders of winter come alive with these five captivating children's books! Ideal for sparking imaginations on frosty days. 📚✨ #WinterStories",0,"12/20/2024 04:00",https://www.instagram.com/p/DDzKWncPAp8/,"IG carousel",,Lifetime,87,46,5,0,0,0,
18054255109952015,17841417142633319,centerforsuccessnet,"Center for Success Network","That’s a wrap on Unity Day, y’all!! 💫",0,"12/17/2024 12:26",https://www.instagram.com/p/DDsV42fP4DD/,"IG image",,Lifetime,440,324,21,3,5,1,
18077032831608636,17841417142633319,centerforsuccessnet,"Center for Success Network","Give the gift of literacy this season! 📚✨ Help us reach our goal of $25K for 2025 and empower young learners with the tools to succeed. Every dollar makes a difference in shaping brighter futures. Let’s do this together! 💙

Give on our website or on Venmo @Center4Success!",0,"12/14/2024 07:00",https://www.instagram.com/p/DDkCIzEBzuA/,"IG image",,Lifetime,133,79,3,0,1,0,1
17948014115874400,17841417142633319,centerforsuccessnet,"Center for Success Network","That’s a wrap on 2024 programming! 🎉📚 This year was filled with countless stories, milestones, and moments of growth. Thank you to everyone who made this year of literacy programming unforgettable. Here’s to even more success in 2025! #CenterForSuccess #LiteracyMatters",0,"12/12/2024 16:00",https://www.instagram.com/p/DDf2V5dtAvN/,"IG image",,Lifetime,83,59,6,0,0,0,
18079462792587631,17841417142633319,centerforsuccessnet,"Center for Success Network","Your monthly gift can help us reach our $25K goal for 2025 and provide consistent support for young readers. See how your contribution can make a difference every month! ✨ #CenterForSuccess #MonthlyGiving #LiteracyMatters",0,"12/11/2024 09:00",https://www.instagram.com/p/DDchhLgMj7u/,"IG image",,Lifetime,122,75,3,0,1,0,
18074278978659371,17841417142633319,centerforsuccessnet,"Center for Success Network","Wrapping up National Mentor Month with gratitude and joy! 🎉✨ This month, we celebrated the incredible mentors who make a difference every day, capped off by a fun-filled appreciation happy hour. Here's to continuing the celebration all year long! Interested in becoming a mentor with CFSN? Visit our website to learn more. 💙 #NationalMentorMonth #MentorshipMatters #ThankYouMentors",0,"01/31/2025 04:00",https://www.instagram.com/p/DFfTsAoJU5r/,"IG image",,Lifetime,105,72,6,0,1,0,
